cell,Specimen.ID,Species,T2T3Red,Lat,Lon,X,Y,TemplateX,TemplateY,Difference1,Difference2,Distance
243,HH15-0504-3,bifarius,0,42.23716,-120.2742,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
243,HH15-0504-6,bifarius,0,42.23716,-120.2742,0.375095815,0.308080659,0.599831093,0.706655227,-0.224735278,-0.398574568,0.457567078
272,AMNH_BEE 00095007,bifarius,0,41.635,-122.19028,0.675339182,0.733703385,0.599831093,0.706655227,0.075508088,0.027048159,0.080206448
272,AMNH_BEE 00054202,bifarius,0,41.69978,-122.04147,0.675339182,0.733703385,0.599831093,0.706655227,0.075508088,0.027048159,0.080206448
272,AMNH_BEE 00095008,bifarius,0,41.69978,-122.04147,0.675339182,0.733703385,0.599831093,0.706655227,0.075508088,0.027048159,0.080206448
272,AMNH_BEE 00095681,bifarius,0,41.69978,-122.04147,0.675339182,0.733703385,0.599831093,0.706655227,0.075508088,0.027048159,0.080206448
273,ENT.714640,bifarius,0,41.449896,-120.251057,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-3,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-10,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-2,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-4,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-5,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-6,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-7,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-8,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
273,HH15-0601-9,bifarius,0,41.54623,-120.24656,0.492023697,0.517244404,0.599831093,0.706655227,-0.107807397,-0.189410823,0.217942411
277,AMNH_BEE 00095197,bifarius,0,41.22306,-111.97306,0.048598563,0.041764629,0.599831093,0.706655227,-0.55123253,-0.664890597,0.863676333
277,AMNH_BEE 00054208,bifarius,0,41.743,-111.77709,0.048598563,0.041764629,0.599831093,0.706655227,-0.55123253,-0.664890597,0.863676333
301,ENT.710273,bifarius,0,41.01638,-123.030927,0.69429301,0.574300141,0.599831093,0.706655227,0.094461916,-0.132355086,0.162606649
301,ENT.714644,bifarius,0,41.01638,-123.030927,0.69429301,0.574300141,0.599831093,0.706655227,0.094461916,-0.132355086,0.162606649
302,ENT.710259,bifarius,0,40.782992,-122.290721,0.69060653,0.754135753,0.599831093,0.706655227,0.090775437,0.047480526,0.102443059
307,HH16-0018-1,bifarius,0,40.48432,-112.17758,0.217629743,0.261240136,0.599831093,0.706655227,-0.382201351,-0.44541509,0.586917775
332,AMNH_BEE 00123538,bifarius,0,40.25278,-121.16028,0.707004786,0.73483696,0.599831093,0.706655227,0.107173693,0.028181734,0.110817014
333,AMNH_BEE 00095464,bifarius,0,39.58972,-120.3675,0.452928076,0.585001693,0.599831093,0.706655227,-0.146903018,-0.121653534,0.190735626
333,AMNH_BEE 00095465,bifarius,0,39.58972,-120.3675,0.452928076,0.585001693,0.599831093,0.706655227,-0.146903018,-0.121653534,0.190735626
